State,day_of_week,hour_of_day,total_accidents,high_severity_accidents
NC,3,17,2885,424
NC,3,18,2043,285
NC,3,19,1414,138
NC,3,20,910,101
NC,3,21,758,117
NC,3,22,659,99
NC,3,23,20,3
NC,4,0,4,2
NC,4,1,7,2
NC,4,2,3,2
NC,4,3,10,4
NC,4,4,677,92
NC,4,5,513,84
NC,4,6,1494,216
NC,4,7,2966,361
NC,4,8,2949,348
NC,4,9,2263,252
NC,4,10,2055,214
NC,4,11,2475,248
NC,4,12,1470,254
NC,4,13,1631,281
NC,4,14,1671,317
NC,4,15,1577,410
NC,4,16,2967,515
NC,4,17,2830,441
NC,4,18,2279,341
NC,4,19,1677,200
NC,4,20,972,133
NC,4,21,903,139
NC,4,22,841,110
NC,4,23,22,8
NC,5,0,8,3
NC,5,1,2,1
NC,5,2,7,5
NC,5,3,8,4
NC,5,4,7,4
NC,5,5,4,1
NC,5,6,5,1
NC,5,7,173,97
NC,5,8,166,89
NC,5,9,512,125
NC,5,10,563,154
NC,5,11,713,195
NC,5,12,628,181
NC,5,13,687,185
NC,5,14,729,199
NC,5,15,647,227
NC,5,16,565,191
NC,5,17,287,97
NC,5,18,294,115
NC,5,19,283,94
NC,5,20,167,52
NC,5,21,267,66
NC,5,22,208,69
NC,5,23,9,5
NC,6,0,3,2
NC,6,1,1,1
NC,6,2,2,1
NC,6,3,5,2
NC,6,4,2,2
NC,6,5,2,2
NC,6,6,4,4
NC,6,7,108,65
NC,6,8,85,41
NC,6,9,249,73
NC,6,10,301,100
NC,6,11,405,116
NC,6,12,387,155
NC,6,13,421,185
NC,6,14,504,220
NC,6,15,474,209
NC,6,16,462,198
NC,6,17,296,106
NC,6,18,275,90
NC,6,19,223,82
NC,6,20,146,56
NC,6,21,180,48
NC,6,22,164,63
NC,6,23,8,4
ND,0,5,1,0
ND,0,7,1,1
ND,0,8,1,1
ND,0,18,1,1
ND,1,8,1,1
ND,1,9,1,0
ND,1,17,1,1
ND,1,22,1,1
ND,2,5,1,0
ND,2,8,1,0
ND,2,17,1,1
ND,3,8,1,1
ND,3,11,1,1
ND,3,14,1,1
ND,3,16,1,1
ND,4,13,1,1
ND,4,16,1,0
ND,5,22,1,1
NE,0,0,1,0
NE,0,4,60,12
NE,0,5,108,22
NE,0,6,203,32
NE,0,7,491,85
NE,0,8,542,96
NE,0,9,268,48
NE,0,10,199,22
NE,0,11,211,22
NE,0,12,142,19
NE,0,13,144,20
NE,0,14,140,12
NE,0,15,338,56
NE,0,16,500,69
NE,0,17,543,93
NE,0,18,281,45
NE,0,19,98,6
NE,0,20,57,4
NE,0,21,32,4
NE,0,22,30,3
NE,0,23,3,0
NE,1,0,3,1
NE,1,2,3,1
NE,1,3,1,0
NE,1,4,35,7
NE,1,5,115,20
NE,1,6,260,44
NE,1,7,666,119
NE,1,8,657,110
NE,1,9,309,55
NE,1,10,200,22
NE,1,11,224,17
NE,1,12,139,9
NE,1,13,155,16
NE,1,14,126,13
NE,1,15,365,58
NE,1,16,499,80
NE,1,17,566,106
NE,1,18,309,37
NE,1,19,109,9
NE,1,20,55,7
NE,1,21,22,1
NE,1,22,33,4
NE,1,23,1,0
NE,2,0,2,1
NE,2,3,3,0
NE,2,4,30,6
NE,2,5,99,24
NE,2,6,216,44
NE,2,7,583,124
NE,2,8,673,106
NE,2,9,336,55
NE,2,10,197,20
NE,2,11,224,28
NE,2,12,139,13
NE,2,13,153,12
NE,2,14,130,15
NE,2,15,330,49
NE,2,16,542,104
NE,2,17,550,91
NE,2,18,301,59
NE,2,19,108,12
NE,2,20,71,5
NE,2,21,33,5
NE,2,22,34,6
NE,2,23,3,3
NE,3,0,3,1
NE,3,4,61,15
NE,3,5,113,26
NE,3,6,267,55
NE,3,7,539,92
NE,3,8,534,105
NE,3,9,268,47
NE,3,10,188,23
NE,3,11,197,10
NE,3,12,162,14
NE,3,13,148,16
NE,3,14,116,9
NE,3,15,371,60
NE,3,16,490,80
NE,3,17,625,130
NE,3,18,314,49
NE,3,19,108,12
NE,3,20,61,9
NE,3,21,41,6
NE,3,22,43,6
NE,3,23,2,0
NE,4,0,3,1
NE,4,3,1,1
NE,4,4,39,15
NE,4,5,84,21
NE,4,6,216,44
NE,4,7,463,73
NE,4,8,487,91
NE,4,9,263,39
NE,4,10,223,21
NE,4,11,235,15
NE,4,12,162,11
NE,4,13,189,26
NE,4,14,132,16
NE,4,15,388,79
NE,4,16,488,96
NE,4,17,569,113
NE,4,18,272,43
NE,4,19,99,10
NE,4,20,55,7
NE,4,21,42,6
NE,4,22,40,5
NE,4,23,2,2
NE,5,6,19,8
NE,5,7,29,7
NE,5,8,40,13
NE,5,9,32,14
NE,5,10,56,15
NE,5,11,74,14
NE,5,12,56,10
NE,5,13,53,6
NE,5,14,45,7
NE,5,15,43,7
NE,5,16,25,4
NE,5,17,20,5
NE,5,18,38,6
NE,5,19,26,7
NE,5,20,34,6
NE,5,21,32,3
NE,5,22,1,0
NE,6,6,15,4
NE,6,7,23,8
NE,6,8,29,12
NE,6,9,31,10
NE,6,10,40,12
NE,6,11,66,11
NE,6,12,46,9
NE,6,13,38,5
NE,6,14,41,13
NE,6,15,33,5
NE,6,16,26,3
NE,6,17,19,2
NE,6,18,29,4
NE,6,19,25,4
NE,6,20,25,5
NE,6,21,22,4
NE,6,22,4,0
NH,0,4,29,11
NH,0,5,29,11
NH,0,6,62,12
NH,0,7,101,25
NH,0,8,122,38
NH,0,9,70,21
NH,0,10,79,18
NH,0,11,83,14
NH,0,12,28,12
NH,0,13,50,14
NH,0,14,52,17
NH,0,15,62,22
NH,0,16,123,38
NH,0,17,107,30
NH,0,18,79,18
NH,0,19,38,16
NH,0,20,20,15
NH,0,21,12,5
NH,0,22,18,10
NH,0,23,2,1
NH,1,0,1,0
NH,1,1,1,0
NH,1,2,1,0
NH,1,3,3,1
NH,1,4,24,11
NH,1,5,31,9
NH,1,6,62,14
NH,1,7,130,41
NH,1,8,95,22
NH,1,9,74,18
NH,1,10,85,18
NH,1,11,61,10
NH,1,12,32,8
NH,1,13,47,17
NH,1,14,44,13
NH,1,15,47,17
NH,1,16,122,29
NH,1,17,125,25
NH,1,18,69,22
NH,1,19,34,13
NH,1,20,17,9
NH,1,21,12,7
NH,1,22,6,2
NH,2,3,2,2
NH,2,4,23,5
NH,2,5,28,9
NH,2,6,63,18
NH,2,7,114,30
NH,2,8,116,29
NH,2,9,69,13
NH,2,10,74,9
NH,2,11,59,8
NH,2,12,28,5
NH,2,13,46,18
NH,2,14,43,14
NH,2,15,48,19
NH,2,16,83,27
NH,2,17,126,32
NH,2,18,72,11
NH,2,19,32,10
NH,2,20,21,12
NH,2,21,11,8
NH,2,22,3,0
NH,3,4,17,6
NH,3,5,33,8
NH,3,6,69,20
NH,3,7,94,24
NH,3,8,116,31
NH,3,9,71,14
NH,3,10,64,12
NH,3,11,78,16
NH,3,12,41,15
NH,3,13,46,16
NH,3,14,35,6
NH,3,15,45,12
NH,3,16,107,25
NH,3,17,106,25
NH,3,18,82,25
NH,3,19,29,10
NH,3,20,13,5
NH,3,21,8,3
NH,3,22,13,5
NH,4,3,1,1
NH,4,4,24,6
NH,4,5,27,8
NH,4,6,57,20
NH,4,7,107,31
NH,4,8,94,25
NH,4,9,64,18
NH,4,10,86,25
NH,4,11,80,19
NH,4,12,26,12
NH,4,13,53,23
NH,4,14,54,25
NH,4,15,69,26
NH,4,16,112,39
NH,4,17,139,47
NH,4,18,95,25
NH,4,19,42,10
NH,4,20,25,11
NH,4,21,14,7
NH,4,22,9,7
NH,5,7,13,8
NH,5,8,19,11
NH,5,9,13,6
NH,5,10,17,9
NH,5,11,24,18
NH,5,12,17,13
NH,5,13,22,14
NH,5,14,17,9
NH,5,15,16,13
NH,5,16,17,12
NH,5,17,14,10
NH,5,18,12,9
NH,5,19,8,5
NH,5,20,5,3
NH,5,21,7,5
NH,5,22,8,6
NH,6,3,1,1
NH,6,7,18,15
NH,6,8,16,14
NH,6,9,13,11
NH,6,10,24,14
NH,6,11,24,17
NH,6,12,25,16
NH,6,13,18,14
NH,6,14,15,11
NH,6,15,22,17
NH,6,16,22,14
NH,6,17,11,4
NH,6,18,8,7
NH,6,19,11,8
NH,6,20,16,11
NH,6,21,3,1
NH,6,22,8,8
NJ,0,0,83,24
NJ,0,1,34,20
NJ,0,2,42,20
NJ,0,3,35,22
NJ,0,4,171,58
NJ,0,5,243,109
NJ,0,6,545,209
NJ,0,7,960,293
NJ,0,8,995,294
NJ,0,9,566,176
NJ,0,10,561,169
NJ,0,11,527,137
NJ,0,12,221,75
NJ,0,13,320,127
NJ,0,14,337,116
NJ,0,15,350,136
NJ,0,16,478,177
NJ,0,17,425,160
NJ,0,18,323,127
NJ,0,19,218,68
NJ,0,20,168,53
NJ,0,21,112,32
NJ,0,22,62,19
NJ,0,23,79,23
NJ,1,0,35,17
NJ,1,1,34,20
NJ,1,2,23,10
NJ,1,3,30,13
NJ,1,4,168,56
NJ,1,5,242,90
NJ,1,6,632,232
NJ,1,7,1066,370
NJ,1,8,981,297
NJ,1,9,648,187
NJ,1,10,527,163
NJ,1,11,513,130
NJ,1,12,255,100
NJ,1,13,300,110
NJ,1,14,336,126
NJ,1,15,356,120
NJ,1,16,507,205
NJ,1,17,515,192
NJ,1,18,361,136
NJ,1,19,237,79
NJ,1,20,132,31
NJ,1,21,102,26
NJ,1,22,87,25
NJ,1,23,102,29
NJ,2,0,25,13
NJ,2,1,27,12
NJ,2,2,39,14
NJ,2,3,28,12
NJ,2,4,152,43
NJ,2,5,244,83
NJ,2,6,579,194
NJ,2,7,1050,318
NJ,2,8,1105,332
NJ,2,9,586,209
NJ,2,10,527,147
NJ,2,11,500,113
NJ,2,12,220,61
NJ,2,13,323,121
NJ,2,14,357,100
NJ,2,15,385,132
NJ,2,16,530,195
NJ,2,17,537,213
NJ,2,18,450,158
NJ,2,19,277,91
NJ,2,20,178,59
NJ,2,21,142,45
NJ,2,22,89,32
NJ,2,23,82,21
NJ,3,0,38,18
NJ,3,1,25,11
NJ,3,2,32,16
NJ,3,3,37,19
NJ,3,4,134,51
NJ,3,5,250,100
NJ,3,6,616,215
NJ,3,7,1035,309
NJ,3,8,1000,323
NJ,3,9,600,190
NJ,3,10,527,141
NJ,3,11,509,123
NJ,3,12,223,77
NJ,3,13,346,128
NJ,3,14,392,148
NJ,3,15,419,149
NJ,3,16,536,196
NJ,3,17,615,245
NJ,3,18,474,187
NJ,3,19,346,109
NJ,3,20,207,68
NJ,3,21,159,51
NJ,3,22,100,35
NJ,3,23,133,43
NJ,4,0,44,15
NJ,4,1,27,8
NJ,4,2,33,16
NJ,4,3,51,25
NJ,4,4,223,81
NJ,4,5,271,113
NJ,4,6,511,188
NJ,4,7,805,273
NJ,4,8,832,234
NJ,4,9,528,145
NJ,4,10,505,111
NJ,4,11,541,117
NJ,4,12,279,91
NJ,4,13,378,122
NJ,4,14,461,154
NJ,4,15,458,180
NJ,4,16,576,225
NJ,4,17,517,201
NJ,4,18,442,170
NJ,4,19,331,122
NJ,4,20,205,69
NJ,4,21,153,45
NJ,4,22,112,35
NJ,4,23,132,28
NJ,5,0,52,19
NJ,5,1,57,28
NJ,5,2,76,34
NJ,5,3,58,28
NJ,5,4,58,28
NJ,5,5,56,32
NJ,5,6,70,32
NJ,5,7,123,64
NJ,5,8,133,59
NJ,5,9,150,59
NJ,5,10,189,83
NJ,5,11,188,91
NJ,5,12,241,107
NJ,5,13,236,113
NJ,5,14,255,113
NJ,5,15,240,103
NJ,5,16,243,105
NJ,5,17,236,90
NJ,5,18,200,81
NJ,5,19,173,65
NJ,5,20,128,48
NJ,5,21,98,31
NJ,5,22,93,31
NJ,5,23,81,21
NJ,6,0,104,32
NJ,6,1,57,19
NJ,6,2,86,34
NJ,6,3,73,29
NJ,6,4,70,30
NJ,6,5,69,28
NJ,6,6,49,20
NJ,6,7,122,42
NJ,6,8,103,44
NJ,6,9,102,45
NJ,6,10,149,64
NJ,6,11,149,66
NJ,6,12,212,77
NJ,6,13,253,115
NJ,6,14,228,101
NJ,6,15,209,93
NJ,6,16,190,93
NJ,6,17,184,98
NJ,6,18,168,92
NJ,6,19,147,77
NJ,6,20,105,55
NJ,6,21,111,42
NJ,6,22,85,48
NJ,6,23,46,17
NM,0,3,1,0
NM,0,4,18,11
NM,0,5,24,2
NM,0,6,45,9
NM,0,7,171,44
NM,0,8,148,42
NM,0,9,93,30
NM,0,10,24,6
NM,0,11,33,15
NM,0,12,43,14
NM,0,13,31,7
NM,0,14,57,22
NM,0,15,88,43
NM,0,16,98,52
NM,0,17,88,41
NM,0,18,53,29
NM,0,19,15,7
NM,0,20,9,4
NM,0,21,4,3
NM,0,22,8,5
NM,1,3,1,1
NM,1,4,14,7
NM,1,5,25,8
NM,1,6,51,17
NM,1,7,193,66
NM,1,8,175,65
NM,1,9,97,40
NM,1,10,28,7
NM,1,11,40,11
NM,1,12,54,18
NM,1,13,31,10
NM,1,14,66,25
NM,1,15,95,51
NM,1,16,115,71
NM,1,17,109,59
NM,1,18,60,33
NM,1,19,17,8
NM,1,20,14,6
NM,1,21,6,3
NM,1,22,5,4
NM,2,4,17,9
NM,2,5,21,5
NM,2,6,60,24
NM,2,7,192,68
NM,2,8,153,54
NM,2,9,96,27
NM,2,10,35,14
NM,2,11,42,11
NM,2,12,56,16
NM,2,13,38,8
NM,2,14,80,47
NM,2,15,113,62
NM,2,16,127,74
NM,2,17,126,63
NM,2,18,78,35
NM,2,19,23,11
NM,2,20,15,7
NM,2,21,9,7
NM,2,22,6,4
NM,2,23,1,1
NM,3,2,1,0
NM,3,4,14,8
NM,3,5,13,5
NM,3,6,54,20
NM,3,7,175,60
NM,3,8,166,52
NM,3,9,107,37
NM,3,10,37,15
NM,3,11,49,16
NM,3,12,56,19
NM,3,13,62,24
NM,3,14,79,44
NM,3,15,114,63
NM,3,16,151,64
NM,3,17,118,52
NM,3,18,67,34
NM,3,19,22,12
NM,3,20,12,5
NM,3,21,10,5
NM,3,22,5,2
NM,3,23,1,1
NM,4,1,1,1
NM,4,3,2,1
NM,4,4,4,2
NM,4,5,18,6
NM,4,6,53,13
NM,4,7,185,52
NM,4,8,153,46
NM,4,9,84,24
NM,4,10,48,20
NM,4,11,53,19
NM,4,12,65,20
NM,4,13,83,38
NM,4,14,120,56
NM,4,15,198,74
NM,4,16,184,69
NM,4,17,169,39
NM,4,18,92,34
NM,4,19,61,14
NM,4,20,25,6
NM,4,21,15,3
NM,4,22,13,1
NM,5,5,12,9
NM,5,6,7,5
NM,5,7,11,5
NM,5,8,10,7
NM,5,9,18,13
NM,5,10,24,9
NM,5,11,19,9
NM,5,12,15,6
NM,5,13,21,14
NM,5,14,18,13
NM,5,15,10,2
NM,5,16,7,3
NM,5,17,31,11
NM,5,18,12,6
NM,5,19,5,0
NM,5,20,5,4
NM,5,21,2,2
NM,6,5,11,9
NM,6,6,7,5
NM,6,7,11,8
NM,6,8,12,11
NM,6,9,9,4
NM,6,10,22,11
NM,6,11,12,4
NM,6,12,15,8
NM,6,13,20,16
NM,6,14,10,6
NM,6,15,9,4
NM,6,16,12,8
NM,6,17,11,4
NM,6,18,11,4
NM,6,19,13,4
NM,6,20,5,4
NM,6,21,2,1
NM,6,22,1,1
NV,0,4,88,23
NV,0,5,107,26
NV,0,6,202,38
NV,0,7,254,68
NV,0,8,171,45
NV,0,9,102,25
NV,0,10,84,30
NV,0,11,85,28
NV,0,12,77,19
NV,0,13,99,26
NV,0,14,71,23
NV,0,15,101,45
NV,0,16,106,42
NV,0,17,138,62
NV,0,18,78,29
NV,0,19,43,12
NV,0,20,31,13
NV,0,21,29,9
NV,0,22,3,2
NV,1,1,1,1
NV,1,2,1,1
NV,1,3,8,2
NV,1,4,67,17
NV,1,5,107,35
NV,1,6,181,46
NV,1,7,271,62
NV,1,8,182,45
NV,1,9,111,32
NV,1,10,68,13
NV,1,11,90,23
NV,1,12,85,24
NV,1,13,96,24
NV,1,14,79,21
NV,1,15,136,55
NV,1,16,150,52
NV,1,17,154,62
NV,1,18,86,28
NV,1,19,45,18
NV,1,20,25,5
NV,1,21,42,10
NV,1,22,2,1
NV,2,2,1,0
NV,2,3,6,1
NV,2,4,78,18
NV,2,5,99,24
NV,2,6,151,42
NV,2,7,240,43
NV,2,8,191,51
NV,2,9,136,41
NV,2,10,64,14
NV,2,11,71,33
NV,2,12,91,22
NV,2,13,102,21
NV,2,14,81,23
NV,2,15,117,39
NV,2,16,145,56
NV,2,17,173,77
NV,2,18,104,42
NV,2,19,48,18
NV,2,20,38,12
NV,2,21,36,10
NV,2,22,4,1
NV,2,23,1,1
NV,3,3,7,1
NV,3,4,88,28
NV,3,5,101,22
NV,3,6,199,63
NV,3,7,260,60
NV,3,8,197,60
NV,3,9,105,26
NV,3,10,74,15
NV,3,11,64,27
NV,3,12,102,37
NV,3,13,108,27
NV,3,14,83,27
NV,3,15,129,45
NV,3,16,162,57
NV,3,17,169,81
NV,3,18,102,39
NV,3,19,53,17
NV,3,20,33,16
NV,3,21,23,8
NV,3,22,2,1
NV,4,3,9,2
NV,4,4,75,27
NV,4,5,104,22
NV,4,6,109,28
NV,4,7,205,57
NV,4,8,166,43
NV,4,9,109,30
NV,4,10,87,19
NV,4,11,90,43
NV,4,12,132,40
NV,4,13,115,35
NV,4,14,124,42
NV,4,15,173,60
NV,4,16,176,78
NV,4,17,151,66
NV,4,18,121,45
NV,4,19,60,17
NV,4,20,65,19
NV,4,21,31,12
NV,4,22,4,2
NV,4,23,1,0
NV,5,4,17,7
NV,5,5,22,7
NV,5,6,14,2
NV,5,7,32,12
NV,5,8,31,10
NV,5,9,17,7
NV,5,10,28,9
NV,5,11,30,12
NV,5,12,17,3
NV,5,13,24,7
NV,5,14,17,9
NV,5,15,12,4
NV,5,16,15,7
NV,5,17,15,6
NV,5,18,13,4
NV,5,19,7,1
NV,5,23,1,1
NV,6,4,18,8
NV,6,5,21,10
NV,6,6,29,12
NV,6,7,22,8
NV,6,8,21,7
NV,6,9,31,9
NV,6,10,22,9
NV,6,11,21,7
NV,6,12,14,2
NV,6,13,14,5
NV,6,14,29,8
NV,6,15,17,7
NV,6,16,12,5
NV,6,17,11,1
NV,6,18,17,10
NV,6,19,9,1
NV,6,22,1,1
NY,0,0,219,129
NY,0,1,89,52
NY,0,2,99,66
NY,0,3,97,54
NY,0,4,643,186
NY,0,5,930,298
NY,0,6,1948,574
NY,0,7,3301,834
NY,0,8,3367,931
NY,0,9,1585,514
NY,0,10,1396,462
NY,0,11,1434,424
NY,0,12,860,332
NY,0,13,874,395
NY,0,14,970,457
NY,0,15,1090,521
NY,0,16,1433,605
NY,0,17,1514,704
NY,0,18,1058,491
NY,0,19,787,364
NY,0,20,554,284
NY,0,21,380,218
NY,0,22,293,174
NY,0,23,244,132
NY,1,0,151,108
NY,1,1,81,53
NY,1,2,79,43
NY,1,3,91,58
NY,1,4,597,183
NY,1,5,944,324
NY,1,6,2251,694
NY,1,7,3786,957
NY,1,8,3978,1037
NY,1,9,1807,598
NY,1,10,1438,447
NY,1,11,1423,416
NY,1,12,836,325
NY,1,13,935,443
NY,1,14,969,446
NY,1,15,1081,499
NY,1,16,1507,675
NY,1,17,1597,750
NY,1,18,1124,509
NY,1,19,800,400
NY,1,20,608,331
NY,1,21,436,247
NY,1,22,305,169
NY,1,23,257,133
NY,2,0,149,90
NY,2,1,70,44
NY,2,2,68,31
NY,2,3,76,43
NY,2,4,612,159
NY,2,5,927,307
NY,2,6,2096,586
NY,2,7,3612,885
NY,2,8,3860,1022
NY,2,9,1778,571
NY,2,10,1516,430
NY,2,11,1471,428
NY,2,12,837,307
NY,2,13,856,350
NY,2,14,919,425
NY,2,15,1080,504
NY,2,16,1496,689
NY,2,17,1668,807
NY,2,18,1077,503
NY,2,19,857,404
NY,2,20,590,306
NY,2,21,432,230
NY,2,22,323,198
NY,2,23,246,162
NY,3,0,156,101
NY,3,1,66,40
NY,3,2,59,26
NY,3,3,100,64
NY,3,4,606,192
NY,3,5,857,289
NY,3,6,2032,568
NY,3,7,3349,830
NY,3,8,3521,929
NY,3,9,1659,522
NY,3,10,1476,487
NY,3,11,1469,412
NY,3,12,891,339
NY,3,13,897,403
NY,3,14,929,418
NY,3,15,1100,528
NY,3,16,1509,737
NY,3,17,1585,804
NY,3,18,1054,513
NY,3,19,787,399
NY,3,20,607,330
NY,3,21,501,271
NY,3,22,322,181
NY,3,23,290,175
NY,4,0,160,110
NY,4,1,82,55
NY,4,2,92,58
NY,4,3,121,72
NY,4,4,760,213
NY,4,5,961,325
NY,4,6,1915,529
NY,4,7,3111,778
NY,4,8,3089,746
NY,4,9,1578,457
NY,4,10,1539,444
NY,4,11,1635,414
NY,4,12,990,385
NY,4,13,1025,473
NY,4,14,1110,584
NY,4,15,1146,580
NY,4,16,1585,819
NY,4,17,1607,841
NY,4,18,1111,537
NY,4,19,917,477
NY,4,20,745,395
NY,4,21,529,288
NY,4,22,374,223
NY,4,23,296,173
NY,5,0,185,104
NY,5,1,147,96
NY,5,2,200,144
NY,5,3,153,110
NY,5,4,189,123
NY,5,5,178,120
NY,5,6,197,140
NY,5,7,374,259
NY,5,8,470,298
NY,5,9,441,280
NY,5,10,418,270
NY,5,11,515,311
NY,5,12,622,358
NY,5,13,636,390
NY,5,14,751,468
NY,5,15,536,345
NY,5,16,618,390
NY,5,17,532,361
NY,5,18,544,368
NY,5,19,413,286
NY,5,20,398,272
NY,5,21,306,207
NY,5,22,293,206
NY,5,23,214,107
NY,6,0,278,137
NY,6,1,204,124
NY,6,2,201,131
NY,6,3,163,118
NY,6,4,208,141
NY,6,5,215,155
NY,6,6,176,121
NY,6,7,356,223
NY,6,8,379,231
NY,6,9,367,218
NY,6,10,423,271
NY,6,11,498,310
NY,6,12,621,396
NY,6,13,665,416
NY,6,14,757,515
NY,6,15,641,436
NY,6,16,625,430
NY,6,17,554,386
NY,6,18,565,389
NY,6,19,433,297
NY,6,20,406,266
NY,6,21,324,233
NY,6,22,263,182
NY,6,23,160,82
OH,0,0,2,2
OH,0,1,2,2
OH,0,2,2,2
OH,0,3,3,2
OH,0,4,428,115
OH,0,5,493,130
OH,0,6,1096,367
OH,0,7,2141,653
OH,0,8,1981,536
OH,0,9,436,188
OH,0,10,565,179
OH,0,11,557,169
OH,0,12,444,216
OH,0,13,406,217
OH,0,14,446,257
OH,0,15,553,321
OH,0,16,1106,444
OH,0,17,1058,445
OH,0,18,658,307
OH,0,19,405,174
OH,0,20,157,99
OH,0,21,62,38
OH,0,22,42,29
OH,0,23,4,3
OH,1,1,2,2
OH,1,2,1,0
OH,1,3,2,1
OH,1,4,431,116
OH,1,5,511,141
OH,1,6,1238,418
OH,1,7,2556,812
OH,1,8,2331,715
OH,1,9,490,188
OH,1,10,608,200
OH,1,11,531,175
OH,1,12,396,226
OH,1,13,332,155
OH,1,14,425,230
OH,1,15,563,302
OH,1,16,1255,565
OH,1,17,1162,540
OH,1,18,754,362
OH,1,19,409,178
OH,1,20,124,68
OH,1,21,54,34
OH,1,22,48,30
OH,1,23,6,4
OH,2,2,5,3
OH,2,4,428,110
OH,2,5,527,154
OH,2,6,1209,393
OH,2,7,2383,780
OH,2,8,2230,637
OH,2,9,493,201
OH,2,10,576,176
OH,2,11,521,152
OH,2,12,381,190
OH,2,13,396,211
OH,2,14,446,229
OH,2,15,593,312
OH,2,16,1179,517
OH,2,17,1193,577
OH,2,18,816,383
OH,2,19,443,193
OH,2,20,128,82
OH,2,21,63,34
OH,2,22,31,21
OH,2,23,2,1
OH,3,0,2,2
OH,3,2,2,2
OH,3,3,2,1
OH,3,4,426,120
OH,3,5,513,157
OH,3,6,1069,347
OH,3,7,2319,678
OH,3,8,2090,600
OH,3,9,422,165
OH,3,10,541,178
OH,3,11,530,167
OH,3,12,396,212
OH,3,13,355,170
OH,3,14,466,251
OH,3,15,660,400
OH,3,16,1198,549
OH,3,17,1169,588
OH,3,18,799,404
OH,3,19,497,236
OH,3,20,146,93
OH,3,21,59,40
OH,3,22,58,33
OH,3,23,1,0
OH,4,1,2,2
OH,4,3,3,3
OH,4,4,461,128
OH,4,5,488,146
OH,4,6,1118,331
OH,4,7,1830,531
OH,4,8,1738,415
OH,4,9,375,134
OH,4,10,554,201
OH,4,11,551,179
OH,4,12,471,252
OH,4,13,428,222
OH,4,14,550,323
OH,4,15,652,371
OH,4,16,1233,556
OH,4,17,1173,622
OH,4,18,866,417
OH,4,19,443,212
OH,4,20,149,93
OH,4,21,69,38
OH,4,22,64,35
OH,4,23,2,2
OH,5,0,2,1
OH,5,1,1,1
OH,5,3,1,1
OH,5,4,1,1
OH,5,5,3,3
OH,5,6,2,2
OH,5,7,104,90
OH,5,8,107,84
OH,5,9,105,81
OH,5,10,130,105
OH,5,11,158,112
OH,5,12,199,152
OH,5,13,166,128
OH,5,14,179,141
OH,5,15,89,77
OH,5,16,84,64
OH,5,17,89,81
OH,5,18,62,53
OH,5,19,40,32
OH,5,20,42,29
OH,5,21,37,26
OH,5,22,22,17
OH,5,23,2,0
OH,6,2,1,0
OH,6,3,3,3
OH,6,5,2,2
OH,6,6,5,5
OH,6,7,97,83
OH,6,8,74,63
OH,6,9,94,71
OH,6,10,134,97
OH,6,11,111,82
OH,6,12,148,127
OH,6,13,162,126
OH,6,14,159,127
OH,6,15,91,77
OH,6,16,76,66
OH,6,17,106,101
OH,6,18,74,65
OH,6,19,61,46
OH,6,20,36,30
OH,6,21,43,37
OH,6,22,23,17
OK,0,0,1,1
OK,0,3,6,0
OK,0,4,256,25
OK,0,5,204,31
OK,0,6,557,66
OK,0,7,1083,113
OK,0,8,1196,122
OK,0,9,696,42
OK,0,10,751,59
OK,0,11,758,59
OK,0,12,497,32
OK,0,13,525,35
OK,0,14,531,28
OK,0,15,1066,64
OK,0,16,1196,82
OK,0,17,1194,95
OK,0,18,1075,59
OK,0,19,520,28
OK,0,20,296,13
OK,0,21,352,18
OK,0,22,187,15
OK,0,23,3,0
OK,1,0,3,0
OK,1,1,4,0
OK,1,2,1,0
OK,1,3,5,4
OK,1,4,221,25
OK,1,5,219,26
OK,1,6,520,80
OK,1,7,1247,155
OK,1,8,1280,124
OK,1,9,710,54
OK,1,10,771,56
OK,1,11,803,58
OK,1,12,525,38
OK,1,13,528,32
OK,1,14,502,31
OK,1,15,1051,73
OK,1,16,1272,126
OK,1,17,1162,83
OK,1,18,1162,81
OK,1,19,490,27
OK,1,20,317,17
OK,1,21,326,21
OK,1,22,248,12
OK,1,23,17,1
OK,2,0,1,0
OK,2,4,232,33
OK,2,5,263,51
OK,2,6,550,93
OK,2,7,1181,114
OK,2,8,1310,133
OK,2,9,737,53
OK,2,10,740,53
OK,2,11,778,49
OK,2,12,537,25
OK,2,13,526,42
OK,2,14,525,39
OK,2,15,1107,81
OK,2,16,1304,117
OK,2,17,1233,87
OK,2,18,1075,80
OK,2,19,516,32
OK,2,20,349,20
OK,2,21,378,23
OK,2,22,202,17
OK,2,23,8,0
OK,3,3,6,0
OK,3,4,260,36
OK,3,5,223,41
OK,3,6,471,59
OK,3,7,1054,110
OK,3,8,1262,128
OK,3,9,716,62
OK,3,10,743,47
OK,3,11,817,63
OK,3,12,465,20
OK,3,13,508,29
OK,3,14,486,27
OK,3,15,1068,83
OK,3,16,1176,102
OK,3,17,1224,79
OK,3,18,1084,68
OK,3,19,541,37
OK,3,20,292,20
OK,3,21,373,24
OK,3,22,235,12
OK,3,23,4,0
OK,4,3,5,0
OK,4,4,318,31
OK,4,5,207,30
OK,4,6,509,67
OK,4,7,1069,117
OK,4,8,1133,83
OK,4,9,787,47
OK,4,10,808,71
OK,4,11,831,48
OK,4,12,553,44
OK,4,13,579,64
OK,4,14,602,37
OK,4,15,1167,94
